abspm,total_crp,fatal_crp,injury_crp,pdo_crp
15.10000038,0,0,0,0
15.10999966,0,0,0,0
15.11999989,0,0,0,0
15.13000011,0,0,0,0
15.14000034,0,0,0,0
15.14999962,0,0,0,0
15.15999985,0,0,0,0
15.17000008,0,0,0,0
15.18000031,0,0,0,0
15.18999958,0,0,0,0
15.19999981,0,0,0,0
15.21000004,0,0,0,0
15.22000027,0,0,0,0
15.22999954,0,0,0,0
15.23999977,0,0,0,0
15.25,0,0,0,0
15.26000023,0,0,0,0
15.27000046,0,0,0,0
15.27999973,0,0,0,0
15.28999996,0,0,0,0
15.30000019,0,0,0,0
15.31000042,0,0,0,0
15.31999969,0,0,0,0
15.32999992,0,0,0,0
15.34000015,0,0,0,0
15.35000038,0,0,0,0
15.35999966,0,0,0,0
15.36999989,0,0,0,0
15.38000011,0,0,0,0
15.39000034,0,0,0,0
15.39999962,0,0,0,0
15.40999985,0,0,0,0
15.42000008,0,0,0,0
15.43000031,0,0,0,0
15.43999958,0,0,0,0
15.44999981,0,0,0,0
15.46000004,0,0,0,0
15.47000027,0,0,0,0
15.47999954,0,0,0,0
15.48999977,0,0,0,0
15.5,0,0,0,0
15.51000023,0,0,0,0
15.52000046,0,0,0,0
15.52999973,0,0,0,0
15.53999996,0,0,0,0
15.55000019,0,0,0,0
15.56000042,0,0,0,0
15.56999969,0,0,0,0
15.57999992,0,0,0,0
15.59000015,0,0,0,0
15.60000038,0,0,0,0
15.60999966,0,0,0,0
15.61999989,0,0,0,0
15.63000011,0,0,0,0
15.64000034,0,0,0,0
15.64999962,0,0,0,0
15.65999985,0,0,0,0
15.67000008,0,0,0,0
15.68000031,0,0,0,0
15.68999958,0,0,0,0
15.69999981,0,0,0,0
15.71000004,0,0,0,0
15.72000027,0,0,0,0
15.72999954,0,0,0,0
15.73999977,0,0,0,0
15.75,0,0,0,0
15.76000023,0,0,0,0
15.77000046,0,0,0,0
15.77999973,0,0,0,0
15.78999996,0,0,0,0
15.80000019,0,0,0,0
15.81000042,0,0,0,0
15.81999969,0,0,0,0
15.82999992,0,0,0,0
15.84000015,0,0,0,0
15.85000038,0,0,0,0
15.85999966,0,0,0,0
15.86999989,0,0,0,0
15.88000011,0,0,0,0
15.89000034,0,0,0,0
15.89999962,0,0,0,0
15.90999985,0,0,0,0
15.92000008,0,0,0,0
15.93000031,0,0,0,0
15.93999958,0,0,0,0
15.94999981,0,0,0,0
15.96000004,0,0,0,0
15.97000027,0,0,0,0
15.97999954,0,0,0,0
15.98999977,0,0,0,0
16,0,0,0,0
16.01000023,0,0,0,0
16.02000046,0,0,0,0
16.03000069,0,0,0,0
16.04000092,0,0,0,0
16.04999924,0,0,0,0
16.05999947,0.009090909,0,0,0.009090909
16.06999969,0.018181818,0,0,0.018181818
16.07999992,0.027272727,0,0,0.027272727
16.09000015,0.036363636,0,0,0.036363636
16.10000038,0.045454545,0,0,0.045454545
16.11000061,0.054545455,0,0,0.054545455
16.12000084,0.063636364,0,0,0.063636364
16.12999916,0.072727273,0,0,0.072727273
16.13999939,0.081818182,0,0,0.081818182
16.14999962,0.090909091,0,0,0.090909091
16.15999985,0.090909091,0,0,0.090909091
16.17000008,0.081818182,0,0,0.081818182
16.18000031,0.072727273,0,0,0.072727273
16.19000053,0.063636364,0,0,0.063636364
16.20000076,0.054545455,0,0,0.054545455
16.20999908,0.045454545,0,0,0.045454545
16.21999931,0.036363636,0,0,0.036363636
16.22999954,0.027272727,0,0,0.027272727
16.23999977,0.027272727,0,0.009090909,0.018181818
16.25,0.027272727,0,0.018181818,0.009090909
16.26000023,0.027272727,0,0.027272727,0
16.27000046,0.036363636,0,0.036363636,0
16.28000069,0.045454545,0,0.045454545,0
16.29000092,0.054545455,0,0.054545455,0
16.29999924,0.063636364,0,0.063636364,0
16.30999947,0.072727273,0,0.072727273,0
16.31999969,0.081818182,0,0.081818182,0
16.32999992,0.090909091,0,0.090909091,0
16.34000015,0.090909091,0,0.090909091,0
16.35000038,0.081818182,0,0.081818182,0
16.36000061,0.072727273,0,0.072727273,0
16.37000084,0.063636364,0,0.063636364,0
16.37999916,0.054545455,0,0.054545455,0
16.38999939,0.045454545,0,0.045454545,0
16.39999962,0.036363636,0,0.036363636,0
16.40999985,0.027272727,0,0.027272727,0
16.42000008,0.018181818,0,0.018181818,0
16.43000031,0.009090909,0,0.009090909,0
16.44000053,0,0,0,0
16.45000076,0,0,0,0
16.45999908,0,0,0,0
16.46999931,0,0,0,0
16.47999954,0,0,0,0
16.48999977,0,0,0,0
16.5,0,0,0,0
16.51000023,0,0,0,0
16.52000046,0,0,0,0
16.53000069,0,0,0,0
16.54000092,0,0,0,0
16.54999924,0,0,0,0
16.55999947,0,0,0,0
16.56999969,0,0,0,0
16.57999992,0,0,0,0
16.59000015,0,0,0,0
16.60000038,0,0,0,0
16.61000061,0,0,0,0
16.62000084,0,0,0,0
16.62999916,0,0,0,0
16.63999939,0,0,0,0
16.64999962,0,0,0,0
16.65999985,0,0,0,0
16.67000008,0,0,0,0
16.68000031,0.009090909,0,0,0.009090909
16.69000053,0.018181818,0,0,0.018181818
16.70000076,0.027272727,0,0,0.027272727
16.70999908,0.036363636,0,0,0.036363636
16.71999931,0.045454545,0,0,0.045454545
16.72999954,0.063636364,0,0.009090909,0.054545455
16.73999977,0.081818182,0,0.018181818,0.063636364
16.75,0.1,0,0.027272727,0.072727273
16.76000023,0.118181818,0,0.036363636,0.081818182
16.77000046,0.136363636,0,0.045454545,0.090909091
16.78000069,0.145454545,0,0.054545455,0.090909091
16.79000092,0.145454545,0,0.063636364,0.081818182
16.79999924,0.145454545,0,0.072727273,0.072727273
16.80999947,0.145454545,0,0.081818182,0.063636364
16.81999969,0.145454545,0,0.090909091,0.054545455
16.82999992,0.136363636,0,0.090909091,0.045454545
16.84000015,0.118181818,0,0.081818182,0.036363636
16.85000038,0.1,0,0.072727273,0.027272727
16.86000061,0.081818182,0,0.063636364,0.018181818
16.87000084,0.063636364,0,0.054545455,0.009090909
16.87999916,0.045454545,0,0.045454545,0
16.88999939,0.036363636,0,0.036363636,0
16.89999962,0.027272727,0,0.027272727,0
16.90999985,0.018181818,0,0.018181818,0
16.92000008,0.009090909,0,0.009090909,0
16.93000031,0,0,0,0
16.94000053,0,0,0,0
16.95000076,0,0,0,0
16.95999908,0,0,0,0
16.96999931,0,0,0,0
16.97999954,0,0,0,0
16.98999977,0,0,0,0
17,0,0,0,0
17.01000023,0,0,0,0
17.02000046,0.009090909,0.009090909,0,0
17.03000069,0.018181818,0.018181818,0,0
17.04000092,0.027272727,0.027272727,0,0
17.04999924,0.036363636,0.036363636,0,0
17.05999947,0.045454545,0.045454545,0,0
17.06999969,0.054545455,0.054545455,0,0
17.07999992,0.063636364,0.063636364,0,0
17.09000015,0.072727273,0.072727273,0,0
17.10000038,0.081818182,0.081818182,0,0
17.11000061,0.090909091,0.090909091,0,0
17.12000084,0.090909091,0.090909091,0,0
17.12999916,0.081818182,0.081818182,0,0
17.13999939,0.072727273,0.072727273,0,0
17.14999962,0.063636364,0.063636364,0,0
17.15999985,0.054545455,0.054545455,0,0
17.17000008,0.045454545,0.045454545,0,0
17.18000031,0.036363636,0.036363636,0,0
17.19000053,0.027272727,0.027272727,0,0
17.20000076,0.018181818,0.018181818,0,0
17.20999908,0.009090909,0.009090909,0,0
17.21999931,0,0,0,0
17.22999954,0,0,0,0
17.23999977,0.018181818,0,0,0.018181818
17.25,0.036363636,0,0,0.036363636
17.26000023,0.054545455,0,0,0.054545455
17.27000046,0.081818182,0,0,0.081818182
17.28000069,0.109090909,0,0,0.109090909
17.29000092,0.136363636,0,0,0.136363636
17.29999924,0.163636364,0,0,0.163636364
17.30999947,0.190909091,0,0,0.190909091
17.31999969,0.218181818,0,0,0.218181818
17.32999992,0.245454545,0,0,0.245454545
17.34000015,0.272727273,0,0,0.272727273
17.35000038,0.281818182,0,0,0.281818182
17.36000061,0.290909091,0,0,0.290909091
17.37000084,0.290909091,0,0,0.290909091
17.37999916,0.281818182,0,0,0.281818182
17.38999939,0.272727273,0,0,0.272727273
17.39999962,0.263636364,0,0,0.263636364
17.40999985,0.254545455,0,0,0.254545455
17.42000008,0.245454545,0,0,0.245454545
17.43000031,0.236363636,0,0,0.236363636
17.44000053,0.209090909,0,0,0.209090909
17.45000076,0.181818182,0,0,0.181818182
17.45999908,0.154545455,0,0,0.154545455
17.46999931,0.127272727,0,0,0.127272727
17.47999954,0.109090909,0,0,0.109090909
17.48999977,0.090909091,0,0,0.090909091
17.5,0.072727273,0,0,0.072727273
17.51000023,0.063636364,0,0.009090909,0.054545455
17.52000046,0.072727273,0,0.027272727,0.045454545
17.53000069,0.090909091,0,0.045454545,0.045454545
17.54000092,0.109090909,0,0.063636364,0.045454545
17.54999924,0.154545455,0,0.090909091,0.063636364
17.55999947,0.2,0,0.118181818,0.081818182
17.56999969,0.245454545,0,0.145454545,0.1
17.57999992,0.290909091,0,0.172727273,0.118181818
17.59000015,0.336363636,0,0.2,0.136363636
17.60000038,0.381818182,0,0.227272727,0.154545455
17.61000061,0.418181818,0,0.245454545,0.172727273
17.62000084,0.427272727,0,0.245454545,0.181818182
17.62999916,0.409090909,0,0.236363636,0.172727273
17.63999939,0.381818182,0,0.227272727,0.154545455
17.64999962,0.345454545,0,0.209090909,0.136363636
17.65999985,0.3,0,0.181818182,0.118181818
17.67000008,0.272727273,0,0.163636364,0.109090909
17.68000031,0.245454545,0,0.145454545,0.1
17.69000053,0.218181818,0,0.127272727,0.090909091
17.70000076,0.190909091,0,0.109090909,0.081818182
