abspm,total_crp,fatal_crp,injury_crp,pdo_crp
0.100000001,0.045454545,0,0,0.045454545
0.109999999,0.036363636,0,0,0.036363636
0.119999997,0.027272727,0,0,0.027272727
0.129999995,0.018181818,0,0,0.018181818
0.140000001,0.018181818,0,0,0.018181818
0.150000006,0.027272727,0,0.009090909,0.018181818
0.159999996,0.054545455,0,0.018181818,0.036363636
0.170000002,0.081818182,0,0.027272727,0.054545455
0.180000007,0.118181818,0,0.036363636,0.081818182
0.189999998,0.154545455,0,0.045454545,0.109090909
0.200000003,0.190909091,0,0.054545455,0.136363636
0.209999993,0.227272727,0,0.063636364,0.163636364
0.219999999,0.263636364,0,0.072727273,0.190909091
0.230000004,0.3,0,0.081818182,0.218181818
0.239999995,0.327272727,0,0.090909091,0.236363636
0.25,0.336363636,0,0.090909091,0.245454545
0.25999999,0.327272727,0,0.081818182,0.245454545
0.270000011,0.309090909,0,0.072727273,0.236363636
0.280000001,0.281818182,0,0.063636364,0.218181818
0.289999992,0.245454545,0,0.054545455,0.190909091
0.300000012,0.209090909,0,0.045454545,0.163636364
0.310000002,0.190909091,0,0.036363636,0.154545455
0.319999993,0.172727273,0,0.027272727,0.145454545
0.330000013,0.154545455,0,0.018181818,0.136363636
0.340000004,0.136363636,0,0.009090909,0.127272727
0.349999994,0.127272727,0,0,0.127272727
0.360000014,0.127272727,0,0,0.127272727
0.370000005,0.136363636,0,0,0.136363636
0.379999995,0.163636364,0,0,0.163636364
0.389999986,0.209090909,0,0,0.209090909
0.400000006,0.263636364,0,0.009090909,0.254545455
0.409999996,0.309090909,0,0.018181818,0.290909091
0.419999987,0.336363636,0,0.027272727,0.309090909
0.430000007,0.363636364,0,0.036363636,0.327272727
0.439999998,0.390909091,0,0.045454545,0.345454545
0.449999988,0.418181818,0,0.054545455,0.363636364
0.460000008,0.445454545,0,0.063636364,0.381818182
0.469999999,0.490909091,0,0.072727273,0.418181818
0.479999989,0.518181818,0,0.081818182,0.436363636
0.49000001,0.518181818,0,0.090909091,0.427272727
0.5,0.509090909,0,0.090909091,0.418181818
0.50999999,0.481818182,0,0.081818182,0.4
0.519999981,0.463636364,0,0.072727273,0.390909091
0.529999971,0.445454545,0,0.063636364,0.381818182
0.540000021,0.445454545,0,0.054545455,0.390909091
0.550000012,0.472727273,0,0.054545455,0.418181818
0.560000002,0.509090909,0,0.063636364,0.445454545
0.569999993,0.527272727,0,0.072727273,0.454545455
0.579999983,0.527272727,0,0.081818182,0.445454545
0.589999974,0.545454545,0,0.090909091,0.454545455
0.600000024,0.563636364,0,0.1,0.463636364
0.610000014,0.581818182,0,0.118181818,0.463636364
0.620000005,0.618181818,0,0.136363636,0.481818182
0.629999995,0.654545455,0,0.154545455,0.5
0.639999986,0.672727273,0,0.172727273,0.5
0.649999976,0.645454545,0,0.181818182,0.463636364
0.660000026,0.581818182,0,0.172727273,0.409090909
0.670000017,0.509090909,0,0.154545455,0.354545455
0.680000007,0.454545455,0,0.136363636,0.318181818
0.689999998,0.4,0,0.118181818,0.281818182
0.699999988,0.354545455,0,0.1,0.254545455
0.709999979,0.318181818,0,0.081818182,0.236363636
0.720000029,0.272727273,0,0.063636364,0.209090909
0.730000019,0.218181818,0,0.045454545,0.172727273
0.74000001,0.172727273,0,0.027272727,0.145454545
0.75,0.163636364,0,0.018181818,0.145454545
0.75999999,0.190909091,0,0.018181818,0.172727273
0.769999981,0.227272727,0,0.027272727,0.2
0.779999971,0.263636364,0,0.036363636,0.227272727
0.790000021,0.3,0,0.045454545,0.254545455
0.800000012,0.327272727,0,0.054545455,0.272727273
0.810000002,0.354545455,0,0.063636364,0.290909091
0.819999993,0.381818182,0,0.072727273,0.309090909
0.829999983,0.418181818,0,0.081818182,0.336363636
0.839999974,0.445454545,0,0.090909091,0.354545455
0.850000024,0.445454545,0,0.090909091,0.354545455
0.860000014,0.418181818,0,0.081818182,0.336363636
0.870000005,0.381818182,0,0.072727273,0.309090909
0.879999995,0.345454545,0,0.063636364,0.281818182
0.889999986,0.318181818,0,0.054545455,0.263636364
0.899999976,0.290909091,0,0.045454545,0.245454545
0.910000026,0.263636364,0,0.036363636,0.227272727
0.920000017,0.227272727,0,0.027272727,0.2
0.930000007,0.209090909,0,0.018181818,0.190909091
0.939999998,0.2,0,0.009090909,0.190909091
0.949999988,0.254545455,0,0.018181818,0.236363636
0.959999979,0.327272727,0,0.036363636,0.290909091
0.970000029,0.436363636,0,0.054545455,0.381818182
0.980000019,0.554545455,0,0.081818182,0.472727273
0.99000001,0.7,0,0.127272727,0.572727273
1,0.836363636,0,0.172727273,0.663636364
1.00999999,0.981818182,0,0.218181818,0.763636364
1.019999981,1.154545455,0,0.272727273,0.881818182
1.029999971,1.309090909,0,0.327272727,0.981818182
1.039999962,1.445454545,0,0.390909091,1.054545455
1.049999952,1.518181818,0,0.436363636,1.081818182
1.059999943,1.536363636,0,0.463636364,1.072727273
1.070000052,1.527272727,0,0.490909091,1.036363636
1.080000043,1.481818182,0,0.509090909,0.972727273
1.090000033,1.390909091,0,0.5,0.890909091
1.100000024,1.272727273,0,0.472727273,0.8
1.110000014,1.154545455,0,0.445454545,0.709090909
1.120000005,1.009090909,0,0.409090909,0.6
1.129999995,0.845454545,0,0.363636364,0.481818182
1.139999986,0.690909091,0,0.309090909,0.381818182
1.149999976,0.536363636,0,0.245454545,0.290909091
1.159999967,0.436363636,0,0.2,0.236363636
1.169999957,0.336363636,0,0.154545455,0.181818182
1.179999948,0.263636364,0,0.109090909,0.154545455
1.190000057,0.2,0,0.072727273,0.127272727
1.200000048,0.172727273,0,0.054545455,0.118181818
1.210000038,0.136363636,0,0.036363636,0.1
1.220000029,0.1,0,0.018181818,0.081818182
1.230000019,0.081818182,0,0.009090909,0.072727273
1.24000001,0.090909091,0,0,0.090909091
1.25,0.109090909,0,0,0.109090909
1.25999999,0.127272727,0,0,0.127272727
1.269999981,0.154545455,0,0,0.154545455
1.279999971,0.2,0,0,0.2
1.289999962,0.245454545,0,0,0.245454545
1.299999952,0.309090909,0,0.009090909,0.3
1.309999943,0.372727273,0,0.018181818,0.354545455
1.320000052,0.472727273,0,0.036363636,0.436363636
1.330000043,0.581818182,0,0.054545455,0.527272727
1.340000033,0.663636364,0,0.072727273,0.590909091
1.350000024,0.736363636,0,0.090909091,0.645454545
1.360000014,0.809090909,0,0.109090909,0.7
1.370000005,0.872727273,0,0.127272727,0.745454545
1.379999995,0.909090909,0,0.145454545,0.763636364
1.389999986,0.927272727,0,0.163636364,0.763636364
1.399999976,0.927272727,0,0.172727273,0.754545455
1.409999967,0.909090909,0,0.172727273,0.736363636
1.419999957,0.927272727,0,0.2,0.727272727
1.429999948,0.909090909,0,0.218181818,0.690909091
1.440000057,0.9,0,0.236363636,0.663636364
1.450000048,0.9,0,0.254545455,0.645454545
1.460000038,0.909090909,0,0.272727273,0.636363636
1.470000029,0.918181818,0,0.290909091,0.627272727
1.480000019,0.945454545,0,0.309090909,0.636363636
1.49000001,0.990909091,0,0.327272727,0.663636364
1.5,1.072727273,0,0.354545455,0.718181818
1.50999999,1.172727273,0,0.390909091,0.781818182
1.519999981,1.218181818,0,0.390909091,0.827272727
1.529999971,1.227272727,0,0.363636364,0.863636364
1.539999962,1.227272727,0,0.336363636,0.890909091
1.549999952,1.209090909,0,0.309090909,0.9
1.559999943,1.181818182,0,0.281818182,0.9
1.570000052,1.127272727,0,0.254545455,0.872727273
1.580000043,1.063636364,0,0.227272727,0.836363636
1.590000033,0.990909091,0,0.2,0.790909091
1.600000024,0.909090909,0,0.163636364,0.745454545
1.610000014,0.790909091,0,0.118181818,0.672727273
1.620000005,0.663636364,0,0.072727273,0.590909091
1.629999995,0.6,0,0.063636364,0.536363636
1.639999986,0.536363636,0,0.054545455,0.481818182
1.649999976,0.545454545,0,0.045454545,0.5
1.659999967,0.554545455,0,0.036363636,0.518181818
1.669999957,0.6,0,0.027272727,0.572727273
1.679999948,0.645454545,0,0.018181818,0.627272727
1.690000057,0.7,0,0.009090909,0.690909091
1.700000048,0.727272727,0,0,0.727272727
1.710000038,0.772727273,0,0,0.772727273
1.720000029,0.818181818,0,0,0.818181818
1.730000019,0.872727273,0,0,0.872727273
1.74000001,0.918181818,0,0,0.918181818
1.75,0.918181818,0,0.009090909,0.909090909
1.75999999,0.863636364,0,0.018181818,0.845454545
1.769999981,0.818181818,0,0.027272727,0.790909091
1.779999971,0.763636364,0,0.036363636,0.727272727
1.789999962,0.727272727,0,0.054545455,0.672727273
1.799999952,0.690909091,0,0.072727273,0.618181818
1.809999943,0.672727273,0,0.090909091,0.581818182
1.820000052,0.645454545,0,0.109090909,0.536363636
1.830000043,0.654545455,0,0.145454545,0.509090909
1.840000033,0.663636364,0,0.181818182,0.481818182
1.850000024,0.754545455,0,0.218181818,0.536363636
1.860000014,0.936363636,0,0.254545455,0.681818182
1.870000005,1.1,0,0.290909091,0.809090909
1.879999995,1.345454545,0,0.354545455,0.990909091
1.889999986,1.572727273,0,0.409090909,1.163636364
1.899999976,1.809090909,0,0.472727273,1.336363636
1.909999967,2.045454545,0,0.536363636,1.509090909
1.919999957,2.345454545,0,0.6,1.745454545
1.929999948,2.6,0,0.645454545,1.954545455
1.940000057,2.836363636,0,0.681818182,2.154545455
1.950000048,2.981818182,0,0.709090909,2.272727273
1.960000038,3,0,0.727272727,2.272727273
1.970000029,2.972727273,0,0.736363636,2.236363636
1.980000019,2.9,0,0.736363636,2.163636364
1.99000001,2.736363636,0,0.709090909,2.027272727
2,2.563636364,0,0.672727273,1.890909091
2.00999999,2.363636364,0,0.618181818,1.745454545
2.019999981,2.136363636,0,0.572727273,1.563636364
2.029999971,1.854545455,0,0.527272727,1.327272727
2.039999962,1.609090909,0,0.5,1.109090909
2.049999952,1.345454545,0,0.463636364,0.881818182
2.059999943,1.209090909,0,0.445454545,0.763636364
2.069999933,1.118181818,0,0.436363636,0.681818182
2.079999924,1,0,0.409090909,0.590909091
2.089999914,0.945454545,0,0.390909091,0.554545455
2.099999905,0.890909091,0,0.372727273,0.518181818
2.109999895,0.863636364,0,0.372727273,0.490909091
2.119999886,0.818181818,0,0.372727273,0.445454545
2.130000114,0.8,0,0.363636364,0.436363636
2.140000105,0.772727273,0,0.345454545,0.427272727
2.150000095,0.754545455,0,0.327272727,0.427272727
2.160000086,0.7,0,0.3,0.4
2.170000076,0.654545455,0,0.263636364,0.390909091
2.180000067,0.609090909,0,0.227272727,0.381818182
